x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1009,864,653,1181,31,1007,652,822,892,615
280,418,649,700,334,420,650,812,626,429
902,748,667,1136,842,392,641,687,770,907
1046,1496,660,516,642,506,653,647,754,747
386,187,661,652,527,453,640,561,737,979
379,932,718,792,1091,339,647,309,260,748
882,1192,724,1293,523,607,653,527,1145,999
293,657,718,854,570,515,641,142,234,768
763,329,722,1273,873,773,641,676,499,728
971,752,711,525,401,1031,643,688,895,392
953,1067,719,1058,631,1311,650,1018,303,1233
724,437,723,1135,538,444,644,567,580,670
1087,1096,713,577,735,674,649,626,516,994
881,522,721,273,598,1417,648,244,653,1006
573,1056,711,1026,409,925,640,419,181,1058
444,275,717,612,170,560,653,546,1124,292
438,445,715,1232,881,642,640,1016,571,443
928,235,719,1218,401,932,652,467,458,754
655,418,714,980,743,828,653,757,687,854
690,97,715,776,-5,286,644,-122,333,915
299,151,723,1061,11,270,646,664,770,1050
345,810,719,1490,724,495,656,1172,1728,572
381,1089,718,1062,528,775,666,418,386,607
580,549,722,571,477,878,675,-10,587,1020
880,712,725,428,831,399,675,746,333,489
679,1061,721,674,256,562,666,572,365,1038
408,180,720,989,590,343,670,466,924,1155
757,985,723,885,733,908,665,945,680,572
714,468,716,1158,642,468,674,329,231,1103
529,704,715,689,469,704,684,743,660,755
930,930,724,1162,900,929,664,1035,1105,888
792,1245,709,779,165,352,665,601,945,957
1015,1302,724,626,560,628,677,529,610,406
986,870,715,1276,690,1082,682,558,524,1069
1018,212,711,605,201,614,690,1028,1206,1087
918,591,708,799,401,657,685,379,662,630
521,466,715,513,285,757,683,332,433,514
269,219,707,1283,178,267,686,745,559,576
637,410,713,886,631,-65,675,448,1109,585
684,1175,714,981,378,1023,673,377,901,688
738,1127,715,1804,503,1244,683,200,1500,771
568,369,709,1209,402,1063,676,790,263,847
516,499,717,286,328,785,680,834,621,893
410,693,714,515,745,47,690,312,719,932
632,1250,710,932,547,989,698,254,886,600
1367,197,716,-287,598,784,681,188,1003,690
1108,986,712,817,343,875,686,362,593,901
906,1114,712,542,519,446,697,401,793,913
975,392,719,668,294,772,696,834,617,871
367,603,709,841,415,802,703,42,1183,842
340,1171,711,660,340,278,713,-212,79,1277
170,645,716,1491,549,72,720,763,201,656
1001,1053,713,1022,291,584,707,431,524,635
742,424,717,1056,182,468,723,729,137,1166
565,28,716,1121,627,898,711,757,643,642
18,365,702,1424,523,940,719,1077,320,1062
312,492,717,909,352,697,706,910,947,698
971,122,710,-102,514,310,714,-408,1691,574
896,800,711,301,516,1058,713,510,780,677
1050,634,714,1054,299,793,713,84,860,546
569,1041,703,601,194,928,711,-119,331,625
525,582,713,492,632,820,716,769,876,473
596,789,700,933,673,443,721,287,307,1208
622,457,710,489,624,528,715,519,213,916
844,1004,708,834,494,392,710,517,678,709
1017,777,704,615,269,502,710,186,90,1098
536,411,706,834,611,603,724,521,306,959
-227,1040,703,917,498,211,708,577,205,557
1098,943,716,990,426,561,719,261,430,472
420,625,710,931,534,1086,728,959,734,272
427,958,704,689,197,880,720,642,381,663
527,-399,714,446,370,754,730,305,266,496
155,392,711,852,270,698,732,639,910,1022
797,590,721,494,747,554,731,543,570,707
721,779,727,1315,241,602,738,632,990,745
262,1014,718,978,734,968,732,170,534,863
642,395,720,589,507,563,727,1154,1103,949
1220,170,729,715,296,650,733,980,653,1018
781,327,731,1637,675,90,738,1101,771,881
482,431,729,1625,545,60,730,238,882,983
282,1093,733,1698,877,501,723,362,827,580
994,555,734,845,393,652,740,290,953,940
395,393,744,1010,726,880,734,75,891,1292
537,695,738,937,706,1288,743,189,796,788
900,1310,748,1565,350,850,732,400,528,585
377,1007,744,829,462,624,731,255,222,841
1175,818,754,644,246,570,734,490,502,376
648,397,759,1053,801,369,742,779,1060,1053
496,353,745,447,461,614,743,438,532,605
1002,803,752,322,494,944,737,175,254,787
888,435,754,876,531,978,741,294,147,697
252,464,747,286,518,477,744,670,733,880
693,283,756,1050,112,830,734,369,901,660
462,806,747,1682,746,723,735,241,325,932
1419,1095,760,809,250,848,730,507,1140,511
604,246,769,766,-39,312,735,642,114,1145
579,970,764,1550,728,568,734,22,810,372
567,880,761,1136,384,339,726,312,340,544
319,406,773,525,830,433,725,605,1204,911
975,1227,772,1784,317,363,736,492,615,980
468,418,783,724,753,777,736,871,157,699
592,1345,787,1006,463,291,731,474,525,951
1228,1021,775,475,809,433,730,40,286,809
664,51,793,1147,426,834,740,633,956,944
214,317,788,1314,788,277,730,618,577,1014
422,698,777,1248,469,655,739,939,378,942
446,659,787,601,456,830,736,799,999,647
763,185,796,1722,557,665,731,779,282,504
536,871,789,711,406,748,741,734,856,639
-9,669,789,684,647,219,740,763,174,754
660,876,795,-48,307,484,746,198,665,1221
192,848,786,698,583,596,732,279,88,647
482,-43,793,1266,-82,747,732,1316,544,650
1186,334,803,2274,381,995,736,953,183,739
564,983,800,597,415,362,745,601,471,458
968,551,810,1082,299,1075,735,535,671,858
542,541,808,1218,656,1046,733,581,394,1158
554,414,818,1130,529,517,736,798,670,335
972,781,811,792,679,230,739,408,698,803
379,461,822,345,237,415,745,1086,589,896
585,83,826,643,625,772,735,228,627,711
794,340,827,1232,751,1158,736,857,573,611
588,1006,833,926,532,733,742,94,1351,844
1243,700,824,1093,258,678,732,115,369,704
430,436,836,1258,714,160,731,1018,30,650
274,963,821,987,567,1624,735,605,760,602
-126,352,826,917,557,510,726,639,1003,610
879,632,833,1093,453,789,717,325,949,800
448,537,824,1229,255,864,726,177,279,387
856,540,818,620,431,915,721,695,926,484
809,201,830,1092,761,808,723,307,687,711
1131,682,816,303,825,406,725,664,990,289
1099,821,825,347,245,1218,719,114,563,155
464,124,834,530,616,299,718,690,52,535
374,1685,832,1120,672,1009,714,910,785,771
563,786,834,1320,536,622,719,190,932,868
835,729,818,499,282,715,716,244,571,880
981,288,820,975,672,470,712,737,217,898
508,489,822,1289,584,1015,702,490,860,1067
335,630,815,1270,112,898,703,700,748,655
-355,279,820,1479,719,749,699,749,760,610
207,726,832,1283,641,739,710,259,530,871
949,938,815,662,178,413,712,711,255,533
298,509,822,353,356,676,701,558,498,958
690,290,816,1423,357,47,692,997,713,788
324,577,824,1452,572,809,704,884,1149,254
316,964,821,910,460,558,694,365,1076,796
440,-344,813,1402,779,686,689,464,742,707
58,854,824,909,996,549,696,531,1121,493
123,1207,829,1054,423,105,691,372,830,842
884,318,826,569,165,817,686,466,276,805
713,552,818,757,733,604,679,580,354,812
-147,998,818,510,459,621,672,630,1286,377
240,1189,828,676,353,1137,687,435,498,790
535,438,823,1163,493,563,680,961,718,704
415,413,824,918,955,465,671,786,636,870
1080,763,816,1320,586,519,675,467,766,424
163,261,825,498,170,242,678,496,1209,559
588,838,817,927,586,174,671,494,817,604
158,555,814,622,603,131,666,933,477,229
773,1344,807,329,398,915,665,184,1288,297
884,397,827,496,597,670,674,133,485,399
632,632,810,1166,418,1226,661,-7,988,588
874,684,816,808,360,673,670,448,-57,743
887,416,815,149,376,417,673,77,1004,747
134,511,820,1098,639,367,663,825,247,918
1064,1208,810,1341,476,216,680,464,717,754
391,1597,816,1130,419,810,666,1275,506,885
865,1392,817,100,161,788,666,581,607,779
714,842,815,738,522,785,656,528,319,890
299,514,813,239,825,724,651,666,699,716
678,149,805,9,327,210,653,408,765,858
834,-32,813,627,353,439,654,513,737,306
282,745,820,1469,18,344,662,295,1129,867
412,537,814,421,559,1511,653,496,831,587
638,1186,812,893,603,1046,657,89,874,394
646,776,811,1220,350,766,662,1360,1245,730
629,540,810,1169,408,673,647,215,466,600
376,1174,823,738,486,714,646,309,526,691
461,757,804,1112,569,865,657,469,829,790
1037,589,814,821,405,1359,652,591,613,728
371,468,812,426,270,1067,643,603,453,1374
918,1098,822,925,118,206,651,407,301,880
789,230,814,962,88,959,654,554,1131,952
684,502,816,1262,585,591,656,427,684,849
612,1131,812,694,641,358,649,226,532,829
553,1354,773,360,385,1730,665,19,784,406
281,1286,772,1290,620,866,667,-12,776,902
487,-80,775,845,594,655,674,1002,825,639
826,612,766,717,351,540,669,544,287,907
963,1081,779,693,561,303,665,1108,1087,1019
-203,986,768,831,546,72,674,710,1055,1214
184,1586,766,1534,514,631,667,-219,782,711
412,468,775,1419,342,976,672,662,676,1159
589,837,765,1077,604,666,669,283,123,693
955,366,775,644,487,305,673,328,103,623
248,930,779,1349,529,80,676,759,131,809
576,507,785,1385,594,652,670,239,157,781
652,416,776,509,528,1046,675,200,889,1092
475,306,776,392,254,280,667,416,335,910
184,945,772,613,725,935,685,598,648,1003
756,452,773,1194,548,596,677,344,789,535
1233,1200,786,1019,384,531,677,403,1474,479
997,374,784,983,817,17,670,717,554,641
947,-189,773,1674,729,789,684,764,212,518
678,1033,776,412,572,549,695,591,742,552
730,763,776,685,342,453,692,299,613,541
707,1102,774,932,622,581,692,336,524,811
189,70,774,950,592,1107,688,-209,1353,612
718,697,766,1022,576,538,697,669,1260,994
336,709,778,781,287,967,700,304,386,896
401,173,774,1113,75,455,710,648,395,903
519,884,779,998,643,1114,703,1108,944,801
889,533,766,890,841,289,711,150,355,726
450,1116,774,74,466,-46,710,691,192,775
-5,640,765,575,655,300,712,768,860,951
492,353,768,615,634,384,710,502,642,724
1070,-89,773,578,354,726,719,605,763,527
732,774,767,913,506,841,722,405,399,670
776,550,777,888,617,442,728,816,119,942
640,544,775,1037,380,321,716,53,449,851
135,774,782,1465,492,245,720,944,0,935
750,696,772,1151,740,1371,711,237,1206,587
564,1399,769,1353,689,590,711,542,392,1183
939,699,773,1231,585,116,721,915,498,555
786,1085,764,-69,572,762,715,457,534,649
1172,534,764,788,263,1102,717,709,254,773
653,963,772,502,251,1294,723,-3,224,880
286,1133,824,1422,486,512,730,199,462,737
879,1298,827,126,468,6,734,412,1020,546
662,530,817,1350,225,154,724,963,1069,753
975,436,826,1125,338,585,730,263,-53,412
325,1264,817,1395,517,383,727,348,1163,969
402,317,817,1190,442,985,725,1126,198,861
1061,533,827,633,819,465,730,365,626,910
430,712,823,534,645,497,727,72,1122,862
855,-150,826,1064,510,920,725,716,1057,711
900,1179,836,930,595,795,729,419,782,854
672,600,832,646,463,719,726,164,738,870
746,306,840,686,260,523,728,154,666,991
136,1171,830,402,783,476,720,1082,827,762
-28,354,831,1018,396,795,722,-45,1535,408
613,689,840,963,478,606,728,638,437,875
658,351,844,1257,875,303,724,853,649,690
282,-95,850,582,483,496,728,511,930,1025
869,805,837,819,666,504,727,-64,478,798
453,1217,835,863,582,593,736,341,615,820
378,825,842,1264,524,1348,728,374,683,757
722,612,841,986,411,618,720,153,1255,1072
72,720,849,1460,698,1189,720,698,1031,1120
-11,1064,834,1192,105,-170,735,555,282,851
735,651,842,900,416,573,727,992,649,1167
533,360,849,709,402,662,731,795,845,109
746,939,839,767,326,403,721,1222,638,1219
499,865,848,1390,368,271,726,678,352,822
883,1037,841,933,525,402,720,782,661,1080
1591,713,856,1147,654,682,722,161,434,781
856,1037,866,190,619,916,726,492,645,805
827,997,875,480,503,752,734,623,949,719
605,1111,867,872,364,202,719,-99,132,1160
656,307,875,871,364,659,726,461,644,478
42,1246,885,1500,374,1033,718,875,871,652
607,879,873,1470,866,731,721,589,386,699
-16,470,874,832,406,775,721,340,764,621
454,858,882,175,733,922,728,440,294,618
919,1006,890,945,331,815,734,610,660,765
839,428,882,927,67,97,728,548,597,929
806,298,890,1446,611,221,732,878,847,915
698,446,888,100,769,962,723,367,838,709
653,823,884,907,384,650,723,782,44,938
924,381,890,790,603,344,729,19,735,472
924,174,883,478,344,873,737,639,1226,970
412,412,878,1238,257,347,734,143,656,1148
303,485,891,928,673,85,736,599,239,790
440,558,884,1031,636,745,729,1076,875,376
853,1075,880,26,680,239,741,-54,996,817
820,704,887,1560,707,595,743,826,376,676
1159,871,881,865,781,640,752,87,624,700
339,478,886,1119,335,145,760,559,134,820
947,-198,890,1043,706,907,761,590,698,699
-65,644,881,39,825,965,753,170,313,780
819,461,877,283,709,670,752,1066,624,580
243,908,877,783,446,232,752,356,761,757
584,916,891,898,731,329,751,290,393,664
965,277,874,491,451,199,763,8,694,858
414,514,880,830,824,1295,753,752,-62,1020
697,503,880,249,351,968,748,750,284,384
253,531,884,1087,581,699,754,338,617,454
-40,448,871,1472,535,772,749,536,996,980
266,1219,875,844,501,171,754,276,930,737
430,551,878,317,295,318,764,249,712,867
671,834,887,755,683,465,769,977,831,689
547,1024,875,950,594,168,761,609,526,570
736,639,888,1615,789,672,773,88,882,603
350,696,877,1126,378,140,764,700,612,959
764,911,878,450,464,823,772,624,592,1011
455,467,869,738,534,753,766,198,694,898
312,85,882,1657,324,731,765,504,274,749
-188,536,873,700,165,544,765,475,416,379
426,409,870,728,23,240,768,471,1112,1042
514,1126,946,726,714,818,728,168,306,674
81,1216,943,1242,227,738,737,617,554,829
468,973,950,773,389,1075,721,-521,995,677
934,993,949,1481,710,197,723,500,769,671
1254,811,938,798,717,536,734,868,511,1007
511,834,948,512,465,182,731,217,727,708
572,492,939,903,313,654,730,356,543,1065
277,878,946,915,485,1147,722,718,147,897
591,724,943,481,574,-34,730,295,348,398
641,710,948,778,935,567,717,822,733,742
401,577,952,1185,401,153,716,-415,847,858
390,952,949,1295,627,711,720,349,369,556
1110,382,953,405,342,167,728,324,75,927
719,436,946,1189,369,210,720,219,611,453
754,859,950,179,461,300,719,-131,762,733
729,706,948,-149,550,416,714,326,961,465
753,166,949,1234,731,547,702,611,259,690
885,429,940,1492,892,9,695,247,1673,616
327,541,945,684,166,509,700,749,245,618
-202,576,958,77,444,825,699,536,1018,493
776,226,952,1031,482,494,694,292,1107,848
455,540,954,999,387,1251,683,600,768,975
497,908,958,1325,612,803,693,536,20,547
448,633,948,872,811,662,676,807,873,958
925,557,950,1369,749,383,677,334,777,1209
339,1056,959,1531,731,534,682,836,980,747
409,724,957,546,398,616,689,360,514,518
862,1895,959,623,210,-186,689,505,759,677
140,856,956,740,430,640,679,96,896,762
664,307,946,875,427,1001,669,205,1071,692
909,512,947,1767,613,270,669,938,1119,917
900,461,955,-332,519,620,681,588,1138,599
387,516,958,1541,585,766,671,907,-83,1305
770,1000,967,210,520,684,678,537,-141,1075
650,383,965,1772,236,1004,667,362,396,947
657,1452,951,1049,328,604,672,474,820,965
392,1103,959,795,702,373,665,401,1482,872
1027,777,964,995,866,-81,656,423,506,745
1007,699,950,981,470,768,656,863,635,1166
422,1018,956,1135,365,801,675,869,800,699
138,930,960,1735,550,929,664,849,-33,701
540,217,957,1154,846,566,665,881,751,635
283,467,959,854,800,73,654,837,667,415
246,570,967,-70,389,532,647,412,875,922
737,343,975,1092,458,537,639,1033,822,824
264,188,965,-59,942,1002,644,208,608,520
678,506,958,406,741,-105,656,544,231,786
1135,1089,959,584,581,904,655,233,784,662
407,556,964,577,261,708,649,942,875,874
48,770,972,1381,490,-3,650,-19,502,1056
1090,839,969,1041,768,924,640,709,192,909
371,508,963,1187,418,835,643,296,-149,684
360,1359,968,361,439,368,631,672,1007,884
415,476,977,504,481,807,636,457,202,820
557,1022,987,1042,218,230,626,351,670,692
819,999,981,884,529,888,640,522,804,515
429,483,986,801,335,791,650,667,870,845
419,740,993,1155,455,668,652,669,510,492
264,1010,981,319,291,608,647,1168,401,880
850,662,983,602,311,35,654,310,236,724
437,484,990,1250,348,859,644,645,-100,1139
191,412,982,1544,544,1556,652,90,345,787
519,814,977,1112,520,735,659,424,865,536
769,1531,986,60,774,690,652,308,491,811
478,601,978,998,482,986,646,276,502,874
852,271,977,1576,429,933,646,350,54,941
823,443,987,1017,450,684,654,-270,451,762
-124,609,993,102,392,961,653,550,1015,956
17,806,980,676,313,364,661,626,55,982
210,1236,985,913,390,689,660,601,409,392
1385,291,993,761,737,698,667,2,574,464
656,1044,991,1029,476,496,664,644,263,993
982,1047,993,1192,344,613,666,692,917,947
711,876,1001,594,781,-31,676,484,429,894
488,448,993,1190,319,943,668,859,510,734
822,372,990,521,556,754,670,227,534,835
949,939,996,990,493,577,678,833,740,722
579,1142,994,1539,314,431,660,652,445,933
564,883,991,951,571,1184,669,531,707,764
416,934,997,1048,461,1194,678,555,199,947
-71,824,1007,1289,370,669,685,736,1192,834
416,608,989,1060,443,778,672,303,14,899
855,730,996,628,505,164,676,102,651,774
371,1193,1001,972,770,-8,686,606,1610,831
1054,280,1001,707,521,658,682,714,576,921
748,1269,1002,677,597,654,682,688,646,645
484,565,1008,857,475,472,693,198,785,897
412,284,1006,665,443,440,692,77,426,862
176,1030,1003,46,175,296,681,450,228,420
373,546,992,1050,356,489,677,899,775,1099
718,1111,1001,544,546,701,687,677,986,821
632,1020,1002,183,-238,618,681,823,436,506
667,1012,1007,896,693,867,688,974,673,942
907,708,1006,1208,782,492,698,-387,427,894
209,1047,1002,1131,749,641,700,421,330,638
325,912,1013,609,589,226,698,784,781,578
546,1368,1014,823,969,183,708,287,478,481
526,489,1007,873,581,-47,703,244,-7,782
401,-137,1024,369,839,708,701,465,277,620
741,670,1008,318,559,114,703,674,192,369
959,63,1007,889,404,1158,710,354,539,563
1010,586,1016,1116,111,1095,715,104,512,1021
1049,94,1012,789,393,1322,717,-23,786,1096
1373,933,1022,1147,864,634,717,842,448,725
815,290,1024,616,270,1047,719,153,333,588
385,415,1017,481,247,1019,718,730,688,429
329,585,1019,906,514,880,728,447,598,720
721,939,1013,1020,458,733,724,-55,715,462
282,325,1028,786,828,699,736,-497,444,762
485,55,1020,462,440,362,728,426,428,1089
261,752,1012,994,714,469,723,768,952,959
647,579,1025,1524,356,637,720,-92,411,582
753,766,1027,378,561,38,721,995,970,973
664,1014,1015,1107,349,528,734,597,888,811
816,288,1011,518,358,972,731,99,801,598
385,355,1017,1542,644,456,729,603,596,599
861,142,1017,486,433,473,740,488,193,-5
581,302,1022,989,608,481,743,495,1218,894
784,1083,1022,1111,307,1142,743,289,825,484
537,550,1013,766,236,557,739,463,612,753
798,385,1014,112,378,976,745,514,857,713
1152,818,1027,1365,555,513,743,663,904,407
614,321,1017,1290,715,522,741,216,639,731
617,1453,1012,1329,853,618,735,280,619,822
429,459,1026,471,338,444,737,801,650,960
-162,766,1014,1195,353,751,749,220,1234,886
810,140,1018,626,516,1098,743,107,-43,863
632,956,1009,808,555,713,750,609,428,773
706,175,1017,926,601,741,742,1087,583,989
536,974,1008,460,514,714,748,521,121,632
262,345,1021,1085,251,1187,735,703,358,1044
372,755,1019,304,560,319,738,495,173,802
685,1086,1018,766,570,669,746,863,674,743
410,715,1023,827,619,901,737,684,1178,623
1013,745,1008,1048,301,247,747,-16,532,821
852,241,962,118,707,878,701,61,967,966
763,489,971,1805,369,723,692,483,314,541
971,482,970,548,506,686,697,77,660,1447
841,760,965,675,286,972,701,-111,261,769
520,478,962,1125,141,322,701,690,271,809
518,441,954,900,570,754,709,114,660,679
994,620,961,703,793,44,699,622,924,485
677,520,971,148,861,875,701,893,289,419
761,1054,981,1101,381,1046,698,472,231,613
607,641,981,968,735,849,710,695,792,1064
510,504,968,693,439,1133,699,394,450,913
450,695,974,1117,619,271,704,413,978,1236
545,875,984,807,646,734,701,1235,1220,515
758,1001,992,879,159,197,695,454,1055,612
699,611,979,1345,155,701,692,338,310,917
465,686,977,102,713,1024,699,495,1238,942
386,1248,987,1606,485,579,701,604,621,889
451,273,991,795,511,607,701,426,586,634
403,714,985,764,34,847,699,655,-131,839
474,707,991,826,598,479,707,681,311,549
615,164,1000,544,512,921,701,952,996,455
774,1009,995,1050,618,475,710,368,437,769
826,993,1005,747,433,85,706,513,1027,1069
854,611,992,401,870,323,708,375,394,1053
465,397,1007,260,579,605,709,495,323,1216
418,799,997,1166,586,999,706,780,886,580
1023,311,1006,846,443,589,701,181,105,867
603,521,1002,745,419,878,691,570,370,992
410,575,1004,1415,378,831,696,206,1039,635
1017,421,1013,840,295,345,697,142,929,558
161,775,1009,959,145,501,694,318,524,523
720,806,1016,936,4,359,702,692,881,544
1057,245,1019,876,282,864,693,4,969,855
512,859,1014,517,267,196,694,199,778,914
535,834,1019,494,459,125,693,203,954,642
963,1053,1007,976,395,881,706,32,317,862
793,1071,1017,560,533,128,702,137,576,522
404,206,1027,982,433,163,695,367,593,366
480,211,1015,834,794,781,692,813,27,552
336,315,1018,1401,303,628,702,-287,673,350
509,561,1027,963,910,1265,696,479,477,1094
307,466,1010,1187,186,231,706,634,529,1010
504,568,1016,1274,390,1077,703,1258,1137,1436
839,857,1014,979,686,751,706,442,390,867
816,252,1008,243,792,519,707,846,1059,1190
570,839,1010,985,689,545,707,219,980,557
509,1534,1019,788,511,795,702,752,469,688
789,1214,1024,1223,443,1019,695,803,728,1061
646,1076,1027,464,609,430,706,-83,668,1256
418,624,1026,-121,691,883,708,451,869,895
750,432,1094,583,478,132,665,891,926,1078
952,378,1084,512,479,625,665,733,331,984
444,392,1085,1463,594,709,666,264,489,1131
829,1044,1094,691,673,257,669,424,1148,950
503,1140,1104,841,276,705,672,281,861,1221
439,709,1104,299,732,696,662,98,741,1033
101,-243,1101,683,621,1433,657,377,416,1103
637,1080,1097,867,385,940,667,175,719,438
141,816,1100,680,720,359,665,58,461,1192
378,1058,1100,1250,604,839,671,482,1127,635
761,1091,1088,1176,807,49,664,260,430,1006
-33,323,1098,851,589,773,667,1000,695,651
876,419,1099,738,697,911,665,750,723,1092
505,833,1097,899,815,716,673,657,469,360
276,1026,1096,471,147,1192,667,424,115,823
1621,396,1108,1000,514,381,664,101,1162,868
407,711,1108,600,742,738,672,551,772,712
581,442,1098,1002,325,886,668,640,619,1294
346,-215,1094,455,272,1116,669,209,529,806
586,251,1100,1516,481,359,675,714,595,977
243,752,1105,745,624,1034,684,619,849,953
692,505,1110,414,772,487,693,230,1613,529
361,379,1095,770,641,409,691,-51,660,569
1042,1045,1108,258,403,862,679,605,641,708
781,1101,1099,837,545,913,683,788,1041,567
175,114,1103,1187,929,1023,677,912,492,333
808,536,1107,587,380,890,694,281,451,958
605,1315,1108,389,353,384,704,638,602,943
640,581,1115,1617,165,-108,695,-127,-88,802
441,562,1116,1211,267,530,709,146,1324,584
654,383,1108,643,454,907,716,360,193,1019
802,829,1112,473,807,943,707,1007,490,301
457,913,1103,178,617,1162,721,190,298,634
684,114,1099,956,341,646,715,442,939,719
391,513,1107,703,518,1026,725,154,864,1062
1181,152,1106,773,596,802,716,479,1093,452
422,524,1108,876,826,793,726,87,454,876
111,-77,1099,614,627,1327,727,292,320,1126
200,555,1100,285,582,894,730,926,476,394
666,1389,1101,849,334,615,727,439,-69,690
244,526,1110,1036,848,603,732,547,430,864
508,749,1117,1281,584,826,728,763,257,833
746,840,1108,94,894,1036,726,74,1027,769
938,1252,1113,1434,446,1254,735,750,498,790
701,666,1114,469,411,238,736,602,483,1113
417,1024,1118,761,565,157,727,503,603,713
461,1206,1105,-105,473,-197,740,146,858,695
908,1429,1115,649,193,674,735,-16,666,867
151,685,1114,1026,678,682,727,435,403,722
1023,759,1113,828,179,863,737,463,131,1052
463,550,1118,777,822,595,740,253,313,1052
776,1011,1115,1389,599,-256,732,418,1188,919
592,769,1105,1414,515,879,740,636,428,494
534,807,1112,413,704,670,737,489,697,1048
643,379,1123,291,628,363,738,92,874,580
761,141,1113,835,562,589,731,544,745,991
416,947,1066,1174,815,564,667,369,1004,1016
644,591,1058,645,376,560,664,889,681,845
747,620,1076,1070,471,1198,671,826,461,1083
325,1288,1076,894,218,1011,665,129,264,896
500,332,1064,923,587,494,661,447,1133,563
7,220,1064,920,529,567,660,323,793,990
536,233,1076,507,-16,692,663,522,118,872
351,466,1086,993,416,656,666,736,1047,843
685,574,1082,832,544,627,663,-129,1201,851
666,1288,1085,1507,650,317,668,503,498,722
1066,1137,1087,859,469,926,670,558,-34,775
521,737,1094,278,440,835,668,845,266,607
759,955,1103,978,515,142,663,735,969,849
486,1185,1094,1247,351,1359,662,-101,847,499
1060,783,1110,1398,549,692,662,711,340,609
73,277,1121,1057,601,478,662,819,623,922
533,630,1131,-242,676,1175,660,862,544,740
799,719,1128,687,594,611,657,160,575,1012
419,617,1120,1120,362,904,670,1168,646,1089
823,1151,1113,491,310,564,671,-89,660,803
1419,870,1127,876,666,1375,652,317,367,529
568,481,1122,9,498,775,662,368,147,471
1293,249,1113,124,384,75,652,702,97,623
785,688,1129,1096,408,1085,665,138,649,927
803,271,1128,812,760,349,665,647,597,992
360,1136,1118,350,579,841,659,396,282,638
979,234,1116,1429,688,730,652,163,399,720
863,393,1123,876,261,1084,662,776,540,865
681,1049,1121,416,399,625,660,605,1013,711
365,794,1120,68,497,762,654,247,656,744
213,1746,1128,509,462,1258,661,475,738,531
139,914,1122,1004,331,692,653,482,493,890
818,644,1137,645,247,643,654,271,349,1098
922,496,1127,1462,285,380,651,447,651,772
416,868,1129,517,825,223,661,661,683,558
63,1102,1132,1539,277,1337,668,1023,609,468
1385,263,1126,1324,913,420,669,875,846,745
704,209,1126,755,560,1000,654,377,786,826
411,392,1134,1765,669,-50,661,20,169,320
535,758,1138,847,427,556,658,305,414,896
-168,1341,1135,468,297,520,668,870,420,852
238,853,1140,897,316,149,659,286,677,865
905,1137,1134,954,410,369,656,693,897,923
327,1286,1150,724,335,843,653,414,486,475
693,-215,1141,787,802,130,658,1047,754,634
458,399,1150,1309,577,626,659,628,1192,800
771,1051,1144,590,515,180,660,497,377,568
420,744,1149,1107,383,408,648,88,955,665
953,689,1142,561,398,444,658,-38,756,726
811,300,1143,775,537,409,661,935,1244,919
1363,1069,1150,628,192,960,652,967,1176,967
729,486,1138,386,698,809,666,546,1135,728
1007,689,1144,1023,428,670,650,396,659,429
792,351,1153,1082,310,640,655,442,1084,644
438,1016,1163,975,279,935,658,347,691,933
429,497,1158,585,691,558,655,685,766,278
538,550,1143,484,621,358,654,164,442,761
632,798,1154,1159,878,1193,655,274,892,588
522,1231,1156,555,910,469,647,551,638,544
1060,679,1161,1279,469,721,664,120,194,848
502,894,1158,774,498,781,664,-77,250,1053
1245,1191,1146,528,611,128,659,804,1037,590
354,490,1149,-44,467,945,658,181,164,967
909,495,1156,1292,728,334,651,-542,240,704
282,613,1203,1014,482,318,651,466,257,607
209,902,1194,435,554,865,649,806,925,1066
742,98,1199,41,466,1380,661,631,796,844
916,890,1201,528,331,333,645,436,491,1135
533,113,1203,459,742,807,656,1006,807,664
639,688,1197,238,149,941,643,175,-280,629
806,686,1204,419,752,425,651,185,556,500
526,753,1214,1075,579,805,652,464,895,869
612,621,1208,627,315,760,643,486,961,748
262,71,1206,-85,165,862,653,59,662,447
495,511,1209,-328,339,1514,650,221,584,881
524,1207,1201,74,520,927,650,646,-101,647
490,317,1197,1008,584,350,657,366,789,777
429,1114,1215,602,410,147,661,155,912,804
1408,1404,1209,255,358,860,648,578,504,958
358,824,1208,770,485,927,658,812,1211,790
479,679,1215,1367,520,713,655,499,818,952
634,522,1204,1013,626,-328,663,1028,108,782
539,1256,1217,746,485,572,650,778,644,924
1101,1171,1209,1038,762,610,658,820,561,971
688,94,1214,763,663,254,650,499,367,571
945,553,1207,282,455,1019,664,489,640,674
532,360,1207,654,592,457,655,828,296,847
309,705,1210,750,795,575,665,43,258,525
270,558,1218,493,108,312,667,399,86,599
387,911,1217,1408,632,203,667,301,532,471
941,1079,1200,1503,648,931,663,590,490,813
472,816,1215,164,628,1088,659,391,1097,211
695,146,1218,605,747,791,668,774,945,744
795,484,1207,1169,655,714,669,822,1377,385
621,1230,1210,189,387,898,679,928,914,1126
539,217,1208,708,106,856,687,1006,518,446
431,1169,1209,149,523,937,685,330,659,508
1221,429,1209,442,446,157,696,514,1294,673
947,680,1211,748,399,952,700,585,1391,809
554,195,1215,761,505,825,693,655,258,174
842,55,1218,838,280,300,696,856,1106,945
493,680,1207,746,812,143,695,856,735,390
539,654,1203,339,751,577,701,742,504,597
